DATE,MinTemp,MaxTemp,AvgTemp,AvgWindSpeed,Sunrise,Sunset
3/30/2016,6,28,17,43.8,529,1811
3/31/2016,26,41,34,56.1,527,1812
4/1/2016,21,43,32,57.8,525,1813
4/2/2016,10,24,17,38.6,523,1815
4/3/2016,-12,10,-1,60.8,521,1816
4/4/2016,-12,9,-2,35,520,1817
4/5/2016,-9,0,-5,40.7,518,1818
4/6/2016,-4,17,7,29.5,516,1819
4/7/2016,16,33,25,45.6,514,1821
4/8/2016,3,25,14,35.8,513,1822
4/9/2016,-1,11,5,34.9,511,1823
4/10/2016,-4,12,4,43.2,509,1824
4/11/2016,9,33,21,43.5,507,1826
4/12/2016,13,35,24,48.9,506,1827
4/13/2016,9,19,14,23,504,1828
4/14/2016,14,24,19,10.9,502,1829
4/15/2016,16,27,22,22.5,500,1830
4/16/2016,22,38,30,17.5,459,1832
4/17/2016,33,45,39,22.3,457,1833
4/18/2016,29,42,36,29.5,455,1834
4/19/2016,15,30,23,36.7,454,1835
4/20/2016,9,33,21,28.6,452,1837
4/21/2016,30,42,36,29.5,450,1838
4/22/2016,38,45,42,31.5,449,1839
4/23/2016,14,39,27,32.6,447,1840
4/24/2016,11,22,17,40.4,446,1841
4/25/2016,13,26,20,38.5,444,1843
4/26/2016,13,24,19,30,443,1844
4/27/2016,8,19,14,44.4,441,1845
4/28/2016,5,20,13,37.2,440,1846
4/29/2016,17,31,24,20.7,438,1848
4/30/2016,24,37,31,16.1,437,1849
5/1/2016,19,37,28,19.8,435,1850
5/2/2016,25,34,30,23.4,434,1851
5/3/2016,25,38,32,14.1,432,1852
5/4/2016,25,37,31,11.9,431,1854
5/5/2016,27,36,32,23.2,430,1855
5/6/2016,35,48,42,11.1,428,1856
5/7/2016,34,39,37,26.4,427,1857
5/8/2016,14,36,25,47,426,1858
5/9/2016,10,19,15,61.9,424,1859
5/10/2016,17,36,27,43.9,423,1901
5/11/2016,27,43,35,37.1,422,1902
5/12/2016,40,55,48,14.3,421,1903
5/13/2016,38,47,43,32,420,1904
5/14/2016,33,49,41,26.8,419,1905
5/15/2016,13,36,25,43.1,417,1906
5/16/2016,10,20,15,77.4,416,1907
5/17/2016,18,31,25,51.2,415,1908
5/18/2016,23,40,32,14.6,414,1909
5/19/2016,31,39,35,11.4,413,1910
5/20/2016,30,44,37,19.8,413,1912
5/21/2016,37,51,44,13.7,412,1913
5/22/2016,37,48,43,21.9,411,1914
5/23/2016,38,54,46,17.1,410,1915
5/24/2016,42,47,45,16.2,409,1916
5/25/2016,43,55,49,34.8,408,1917
5/26/2016,39,57,48,26.8,408,1917
5/27/2016,44,59,52,33.9,407,1918
5/28/2016,53,62,58,22.6,406,1919
5/29/2016,50,62,56,22.6,406,1920
5/30/2016,45,57,51,35.2,405,1921
5/31/2016,40,52,46,42.7,404,1922
6/1/2016,40,51,46,12.5,404,1923
6/2/2016,39,52,46,22,404,1923
6/3/2016,44,54,49,25.9,403,1924
6/4/2016,42,52,47,16.6,403,1925
6/5/2016,40,49,45,31.1,402,1926
6/6/2016,41,50,46,43.1,402,1926
6/7/2016,38,47,43,26.5,402,1927
6/8/2016,26,40,33,55.9,401,1928
6/9/2016,24,28,26,66.4,401,1928
6/10/2016,25,36,31,34.2,401,1929
6/11/2016,35,46,41,29.5,401,1929
6/12/2016,26,50,38,58.9,401,1930
6/13/2016,31,38,35,58.3,401,1930
6/14/2016,30,42,36,56.5,401,1931
6/15/2016,38,47,43,39.3,401,1931
6/16/2016,39,52,46,22.1,401,1931
6/17/2016,38,52,45,16.5,401,1932
6/18/2016,42,57,50,13.6,401,1932
6/19/2016,48,61,55,21.3,401,1932
6/20/2016,51,64,58,30.1,401,1933
6/21/2016,39,53,46,41.7,401,1933
6/22/2016,32,43,38,31.4,402,1933
6/23/2016,37,46,42,28.6,402,1933
6/24/2016,38,52,45,21.5,402,1933
6/25/2016,44,60,52,11.3,403,1933
6/26/2016,48,62,55,9,403,1933
6/27/2016,48,59,54,29.7,404,1933
6/28/2016,49,63,56,14,404,1933
6/29/2016,43,52,48,19.5,404,1933
6/30/2016,41,52,47,29.5,405,1933
7/1/2016,45,56,51,22,406,1933
7/2/2016,34,45,40,55.5,406,1932
7/3/2016,35,48,42,46.3,407,1932
7/4/2016,40,54,47,34.3,407,1932
7/5/2016,47,60,54,22.4,408,1931
7/6/2016,47,66,57,19.8,409,1931
7/7/2016,50,60,55,26.1,409,1931
7/8/2016,49,55,52,11.2,410,1930
7/9/2016,42,52,47,15.8,411,1930
7/10/2016,43,50,47,15.2,412,1929
7/11/2016,37,50,44,21.6,413,1929
7/12/2016,46,59,53,12.7,413,1928
7/13/2016,51,63,57,18.4,414,1927
7/14/2016,54,61,58,32.3,415,1927
7/15/2016,48,55,52,39.5,416,1926
7/16/2016,47,52,50,27.7,417,1925
7/17/2016,47,53,50,23.3,418,1924
7/18/2016,45,56,51,39.5,419,1924
7/19/2016,38,46,42,41.2,420,1923
7/20/2016,37,46,42,44.7,421,1922
7/21/2016,44,55,50,25.8,422,1921
7/22/2016,48,59,54,44.1,423,1920
7/23/2016,45,54,50,37,424,1919
7/24/2016,44,59,52,26.8,425,1918
7/25/2016,50,65,58,25,426,1917
7/26/2016,48,56,52,40,427,1916
7/27/2016,47,62,55,16.2,428,1915
7/28/2016,52,62,57,21.3,429,1914
7/29/2016,45,58,52,13.5,430,1913
7/30/2016,42,56,49,12.5,431,1911
7/31/2016,45,59,52,6.5,432,1910
8/1/2016,44,52,48,12.5,433,1909
8/2/2016,44,55,50,12.5,435,1908
8/3/2016,46,56,51,8.3,436,1906
8/4/2016,47,60,54,11.3,437,1905
8/5/2016,52,65,59,15.5,438,1904
8/6/2016,43,56,50,41.9,439,1902
8/7/2016,41,48,45,45.5,440,1901
8/8/2016,39,48,44,44,441,1859
8/9/2016,43,57,50,31.7,442,1858
8/10/2016,49,58,54,28.5,444,1857
8/11/2016,54,62,58,28.6,445,1855
8/12/2016,57,62,60,33.3,446,1854
8/13/2016,56,61,59,35.4,447,1852
8/14/2016,53,60,57,48.7,448,1850
8/15/2016,45,53,49,26.9,449,1849
8/16/2016,47,59,53,20.7,450,1847
8/17/2016,45,58,52,43.8,452,1846
8/18/2016,46,53,50,33.3,453,1844
8/19/2016,44,56,50,19.4,454,1843
8/20/2016,46,57,52,15.9,455,1841
8/21/2016,46,53,50,35.9,456,1839
8/22/2016,36,53,45,49.1,457,1838
8/23/2016,37,48,43,40.8,459,1836
8/24/2016,45,59,52,25.8,500,1834
8/25/2016,50,58,54,38.1,501,1832
8/26/2016,46,56,51,38.3,502,1831
8/27/2016,46,55,51,21.8,503,1829
8/28/2016,48,58,53,24.2,504,1827
8/29/2016,41,56,49,47.8,505,1825
8/30/2016,41,53,47,20.5,507,1824
8/31/2016,48,52,50,34.4,508,1822
9/1/2016,39,51,45,20.8,509,1820
9/2/2016,37,46,42,18.3,510,1818
9/3/2016,42,53,48,15.3,511,1816
9/4/2016,48,58,53,9.3,512,1815
9/5/2016,49,57,53,12.9,514,1813
9/6/2016,50,56,53,15.7,515,1811
9/7/2016,50,56,53,9.5,516,1809
9/8/2016,50,60,55,18.6,517,1807
9/9/2016,48,58,53,44.4,518,1806
9/10/2016,49,58,54,22.3,519,1804
9/11/2016,31,58,45,62.1,520,1802
9/12/2016,31,44,38,32.8,522,1800
9/13/2016,41,55,48,27.8,523,1758
9/14/2016,32,50,41,48.8,524,1756
9/15/2016,34,45,40,12,525,1754
9/16/2016,35,49,42,16.8,526,1752
9/17/2016,41,52,47,30.9,527,1751
9/18/2016,48,52,50,36,528,1749
9/19/2016,46,53,50,13.8,530,1747
9/20/2016,46,56,51,31.6,531,1745
9/21/2016,40,49,45,47.3,532,1743
9/22/2016,42,55,49,37,533,1741
9/23/2016,27,49,38,41.3,534,1739
9/24/2016,22,30,26,40.4,536,1738
9/25/2016,22,28,25,45.7,537,1736
9/26/2016,23,41,32,24,538,1734
9/27/2016,37,44,41,21,539,1732
9/28/2016,33,45,39,8.3,540,1730
9/29/2016,38,49,44,12.2,541,1728
9/30/2016,44,52,48,17.3,543,1726
10/1/2016,40,49,45,16.7,544,1725
10/2/2016,38,50,44,19.3,545,1723
10/3/2016,37,44,41,16.5,546,1721
10/4/2016,36,46,41,7.4,547,1719
10/5/2016,38,51,45,11,549,1717
10/6/2016,41,55,48,17.3,550,1716
10/7/2016,49,57,53,24.2,551,1714
10/8/2016,33,52,43,31.6,552,1712
10/9/2016,22,37,30,29,554,1710
10/10/2016,20,40,30,42.2,555,1708
10/11/2016,35,49,42,17.8,556,1707
10/12/2016,40,46,43,33.9,557,1705
10/13/2016,21,45,33,44.1,558,1703
10/14/2016,17,34,26,42.2,600,1702
10/15/2016,26,48,37,24.3,601,1700
10/16/2016,40,48,44,42.7,602,1658
10/17/2016,36,45,41,38.5,604,1657
10/18/2016,42,51,47,44.7,605,1655
10/19/2016,33,51,42,53,606,1653
10/20/2016,33,42,38,26.7,607,1652
10/21/2016,36,49,43,39,609,1650
10/22/2016,16,49,33,18.4,610,1648
10/23/2016,15,20,18,84.5,611,1647
10/24/2016,12,21,17,72,613,1645
10/25/2016,11,14,13,59.6,614,1644
10/26/2016,10,17,14,18.8,615,1642
10/27/2016,11,22,17,25.9,617,1641
10/28/2016,20,31,26,43.6,618,1639
10/29/2016,26,36,31,44,619,1638
10/30/2016,16,32,24,45,621,1637
10/31/2016,15,33,24,28,622,1635
11/1/2016,27,45,36,24.5,623,1634
11/2/2016,35,45,40,40.3,625,1632
11/3/2016,24,40,32,25.6,626,1631
11/4/2016,10,25,18,49.7,627,1630
11/5/2016,11,25,18,47.7,629,1629
11/6/2016,12,22,17,30.7,630,1627
11/7/2016,18,42,30,27.8,631,1626
11/8/2016,32,46,39,19.1,633,1625
11/9/2016,16,33,25,36.4,634,1624
11/10/2016,14,33,24,48.3,635,1623
11/11/2016,5,27,16,65.4,637,1622
11/12/2016,4,24,14,51,638,1621
11/13/2016,16,33,25,47.5,639,1619
11/14/2016,26,43,35,32.8,641,1619
11/15/2016,27,39,33,30.7,642,1618
11/16/2016,29,39,34,27,643,1617
11/17/2016,26,41,34,28.8,644,1616
11/18/2016,37,48,43,22.9,646,1615
11/19/2016,36,49,43,13.5,647,1614
11/20/2016,10,36,23,23.6,648,1613
11/21/2016,3,10,7,38.2,650,1613
11/22/2016,3,8,6,62.5,651,1612
11/23/2016,6,25,16,50.6,652,1611
11/24/2016,16,28,22,20.3,653,1611
11/25/2016,19,26,23,24.6,655,1610
11/26/2016,15,23,19,15.3,656,1609
11/27/2016,8,18,13,26,657,1609
11/28/2016,8,28,18,37,658,1608
11/29/2016,24,35,30,36,659,1608
11/30/2016,21,35,28,30.4,700,1608
12/1/2016,18,30,24,51.3,702,1607
12/2/2016,12,20,16,51.8,703,1607
12/3/2016,6,14,10,54.9,704,1607
12/4/2016,4,21,13,33.7,705,1607
12/5/2016,10,21,16,34,706,1606
12/6/2016,10,27,19,32.3,707,1606
12/7/2016,12,25,19,30.7,708,1606
12/8/2016,5,13,9,43.2,709,1606
12/9/2016,-11,5,-3,68.5,710,1606
12/10/2016,-12,-7,-10,49.5,711,1606
12/11/2016,-9,4,-3,36.3,711,1606
12/12/2016,3,18,11,49.9,712,1606
12/13/2016,2,14,8,42.5,713,1607
12/14/2016,-4,14,5,47.1,714,1607
12/15/2016,-32,-1,-17,53.6,714,1607
12/16/2016,-35,-5,-20,65.8,715,1607
12/17/2016,-6,34,14,47.7,716,1608
12/18/2016,-12,40,14,73.7,716,1608
12/19/2016,-13,7,-3,38,717,1608
12/20/2016,3,15,9,42.7,718,1609
12/21/2016,5,15,10,53.5,718,1609
12/22/2016,10,16,13,38.2,719,1610
12/23/2016,8,19,14,53,719,1611
12/24/2016,14,27,21,59.4,719,1611
12/25/2016,0,14,7,60.5,720,1612
12/26/2016,10,35,23,38.1,720,1613
12/27/2016,9,36,23,71.1,720,1613
12/28/2016,-1,15,7,41.7,721,1614
12/29/2016,5,18,12,35.7,721,1615
12/30/2016,-9,12,2,73.1,721,1616
12/31/2016,-11,13,1,50.5,721,1617
1/1/2017,4,16,10,61.8,721,1617
1/2/2017,8,22,15,30.4,721,1618
1/3/2017,12,23,18,37.1,721,1619
1/4/2017,-1,28,14,49.6,721,1620
1/5/2017,-6,-1,-4,63,721,1621
1/6/2017,-8,1,-4,36.4,721,1622
1/7/2017,-10,1,-5,19,721,1623
1/8/2017,-21,-7,-14,41.7,720,1624
1/9/2017,-23,2,-11,45.6,720,1625
1/10/2017,-2,19,9,50,720,1626
1/11/2017,18,30,24,59.1,720,1627
1/12/2017,25,36,31,58.6,719,1628
1/13/2017,-15,30,8,68.5,719,1630
1/14/2017,-12,3,-5,51.1,718,1631
1/15/2017,-4,4,0,61.2,718,1632
1/16/2017,2,15,9,49.1,717,1633
1/17/2017,10,29,20,31.5,717,1635
1/18/2017,9,18,14,22.4,716,1636
1/19/2017,15,26,21,45.4,715,1637
1/20/2017,25,35,30,22,715,1638
1/21/2017,24,35,30,38,714,1640
1/22/2017,24,31,28,34.3,713,1641
1/23/2017,11,28,20,38.3,712,1642
1/24/2017,14,27,21,49.8,712,1644
1/25/2017,10,28,19,41.8,711,1645
1/26/2017,8,24,16,62.9,710,1646
1/27/2017,3,11,7,87.7,709,1648
1/28/2017,2,9,6,73.7,708,1649
1/29/2017,1,9,5,38.7,707,1651
1/30/2017,-13,7,-3,28.8,706,1652
1/31/2017,-14,4,-5,27.5,705,1653
2/1/2017,3,9,6,49.3,704,1655
2/2/2017,-7,5,-1,57,703,1656
2/3/2017,-7,0,-4,55.7,701,1658
2/4/2017,-11,-1,-6,67.6,700,1659
2/5/2017,-4,9,3,57.3,659,1700
2/6/2017,-11,5,-3,63.5,658,1702
2/7/2017,0,23,12,38.5,656,1703
2/8/2017,6,32,19,66.2,655,1704
2/9/2017,-21,13,-4,38.3,654,1706
2/10/2017,-22,-1,-12,70.3,652,1707
2/11/2017,-4,12,4,28.2,651,1709
2/12/2017,2,14,8,29.1,650,1710
2/13/2017,-3,12,5,41.1,648,1711
2/14/2017,-1,14,7,29.3,647,1713
2/15/2017,10,17,14,30.3,645,1714
2/16/2017,-2,12,5,44.4,644,1716
2/17/2017,-4,11,4,60.7,642,1717
2/18/2017,8,33,21,55.7,641,1718
2/19/2017,11,26,19,71.8,639,1720
2/20/2017,5,17,11,42.5,638,1721
2/21/2017,17,36,27,25,636,1722
2/22/2017,25,38,32,30.9,634,1724
2/23/2017,31,38,35,55.1,633,1725
2/24/2017,28,41,35,50.9,631,1726
2/25/2017,17,40,29,46.1,630,1728
2/26/2017,0,18,9,65,628,1729
2/27/2017,1,17,9,63.5,626,1730
2/28/2017,14,30,22,32.9,625,1732
3/1/2017,30,39,35,53.8,623,1733
3/2/2017,-10,32,11,70.5,621,1734
3/3/2017,-20,-2,-11,50.8,619,1736
3/4/2017,-26,-16,-21,65.6,618,1737
3/5/2017,-17,9,-4,49.7,616,1738
3/6/2017,1,25,13,26.9,614,1740
3/7/2017,18,36,27,44.5,612,1741
3/8/2017,15,37,26,46.7,611,1742
3/9/2017,-1,16,8,70,609,1743
3/10/2017,-17,6,-6,37,607,1745
3/11/2017,-35,-13,-24,78.1,605,1746
3/12/2017,-27,-13,-20,59.3,604,1747
3/13/2017,-19,6,-7,24.8,602,1749
3/14/2017,0,11,6,51.1,600,1750
3/15/2017,-7,8,1,34,558,1751
3/16/2017,-11,-4,-8,56,556,1752
3/17/2017,-8,4,-2,50,554,1754
3/18/2017,3,16,10,17.8,553,1755
3/19/2017,9,18,14,15,551,1756
3/20/2017,10,24,17,29.3,549,1757
3/21/2017,12,25,19,28.8,547,1759
3/22/2017,-16,14,-1,63.5,545,1800
3/23/2017,-16,13,-2,61,543,1801
3/24/2017,6,22,14,42.6,542,1802
3/25/2017,13,22,18,38.3,540,1804
3/26/2017,16,33,25,22.6,538,1805
3/27/2017,22,34,28,38.1,536,1806
3/28/2017,28,35,32,32.9,534,1807
3/29/2017,7,30,19,44.7,532,1808
3/30/2017,6,23,15,23,531,1810
3/31/2017,11,28,20,12.7,529,1811
4/1/2017,12,23,18,22.2,527,1812
4/2/2017,12,22,17,46.1,525,1813
4/3/2017,13,28,21,33.9,523,1815
4/4/2017,15,29,22,41.9,521,1816
4/5/2017,25,36,31,22.7,520,1817
4/6/2017,26,36,31,37.2,518,1818
4/7/2017,14,32,23,33.5,516,1819
4/8/2017,11,14,13,65.9,514,1821
4/9/2017,14,37,26,50.3,513,1822
4/10/2017,37,48,43,48.2,511,1823
4/11/2017,40,51,46,35.5,509,1824
4/12/2017,20,41,31,41.9,507,1826
4/13/2017,15,22,19,53.7,506,1827
4/14/2017,17,26,22,29.6,504,1828
4/15/2017,22,40,31,35.3,502,1829
4/16/2017,39,49,44,61.8,500,1830
4/17/2017,14,40,27,56.5,459,1832
4/18/2017,12,24,18,15,457,1833
4/19/2017,15,31,23,30.7,455,1834
4/20/2017,25,34,30,21,454,1835
4/21/2017,25,32,29,31.2,452,1837
4/22/2017,22,32,27,27.3,450,1838
4/23/2017,20,34,27,38.7,449,1839
4/24/2017,26,36,31,33.5,447,1840
4/25/2017,27,42,35,37.7,446,1841
4/26/2017,40,47,44,41.3,444,1843
4/27/2017,42,51,47,18.3,443,1844
4/28/2017,40,51,46,37.6,441,1845
4/29/2017,17,44,31,59.8,440,1846
4/30/2017,16,43,30,30,438,1848
5/1/2017,32,52,42,40.6,437,1849
5/2/2017,25,44,35,43,435,1850
5/3/2017,19,27,23,62.5,434,1851
5/4/2017,18,36,27,22.3,432,1852
5/5/2017,23,42,33,43,431,1854
5/6/2017,33,46,40,49.3,430,1855
5/7/2017,27,35,31,29.6,428,1856
5/8/2017,14,29,22,14.2,427,1857
5/9/2017,14,24,19,9.2,426,1858
5/10/2017,19,25,22,18.5,424,1859
5/11/2017,21,32,27,12.7,423,1901
5/12/2017,29,39,34,9.1,422,1902
5/13/2017,25,37,31,24,421,1903
5/14/2017,24,30,27,33.5,420,1904
5/15/2017,22,35,29,52.2,419,1905
5/16/2017,31,41,36,48.5,417,1906
5/17/2017,39,58,49,45,416,1907
5/18/2017,47,64,56,51.9,415,1908
5/19/2017,26,50,38,58,414,1909
5/20/2017,26,38,32,24.7,413,1910
5/21/2017,31,49,40,9.8,413,1912
5/22/2017,28,48,38,29.3,412,1913
5/23/2017,30,43,37,34.6,411,1914
5/24/2017,39,45,42,7.5,410,1915
5/25/2017,33,40,37,45,409,1916
5/26/2017,30,42,36,15,408,1917
5/27/2017,31,43,37,22.5,408,1917
5/28/2017,35,49,42,9.3,407,1918
5/29/2017,31,41,36,23.9,406,1919
5/30/2017,38,50,44,23.5,406,1920
5/31/2017,37,46,42,30.8,405,1921
6/1/2017,30,42,36,33.5,404,1922
6/2/2017,27,32,30,43,404,1923
6/3/2017,28,34,31,41.2,404,1923
6/4/2017,32,47,40,14.8,403,1924
6/5/2017,30,37,34,33.2,403,1925
6/6/2017,27,33,30,38.7,402,1926
6/7/2017,32,49,41,24.9,402,1926
6/8/2017,44,60,52,9.6,402,1927
6/9/2017,39,46,43,35.1,401,1928
6/10/2017,37,52,45,35.8,401,1928
6/11/2017,48,61,55,64.1,401,1929
6/12/2017,52,63,58,41.8,401,1929
6/13/2017,39,55,47,48.1,401,1930
6/14/2017,37,45,41,31.3,401,1930
6/15/2017,35,54,45,15,401,1931
6/16/2017,35,50,43,30.5,401,1931
6/17/2017,48,64,56,18,401,1931
6/18/2017,52,59,56,32.6,401,1932
6/19/2017,49,58,54,38.5,401,1932
6/20/2017,42,51,47,41.7,401,1932
6/21/2017,40,43,42,49.7,401,1933
6/22/2017,38,48,43,36.3,401,1933
6/23/2017,47,57,52,36,402,1933
6/24/2017,42,56,49,44.4,402,1933
6/25/2017,37,48,43,36,402,1933
6/26/2017,35,43,39,33.5,403,1933
6/27/2017,34,45,40,21.9,403,1933
6/28/2017,34,43,39,37.7,404,1933
6/29/2017,38,50,44,40.5,404,1933
6/30/2017,49,56,53,33.4,404,1933
7/1/2017,50,60,55,32.1,405,1933
7/2/2017,45,54,50,43.5,406,1933
7/3/2017,42,48,45,48.4,406,1932
7/4/2017,39,48,44,35.2,407,1932
7/5/2017,42,60,51,17.4,407,1932
7/6/2017,46,54,50,32.2,408,1931
7/7/2017,49,58,54,16.1,409,1931
7/8/2017,44,53,49,26.9,409,1931
7/9/2017,40,50,45,37.7,410,1930
7/10/2017,44,53,49,34.3,411,1930
7/11/2017,46,59,53,24.8,412,1929
7/12/2017,49,59,54,17.6,413,1929
7/13/2017,44,55,50,14.3,413,1928
7/14/2017,47,54,51,14.6,414,1927
7/15/2017,46,53,50,25.6,415,1927
7/16/2017,48,60,54,13.4,416,1926
7/17/2017,49,59,54,15.2,417,1925
7/18/2017,49,60,55,22.3,418,1924
7/19/2017,50,58,54,30.5,419,1924
7/20/2017,48,58,53,28.4,420,1923
7/21/2017,46,58,52,34.3,421,1922
7/22/2017,45,53,49,32.3,422,1921
7/23/2017,43,52,48,13.4,423,1920
7/24/2017,34,46,40,22.9,424,1919
7/25/2017,36,47,42,10.5,425,1918
7/26/2017,43,56,50,13,426,1917
7/27/2017,41,50,46,37,427,1916
7/28/2017,39,52,46,25.3,428,1915
7/29/2017,36,51,44,10.2,429,1914
7/30/2017,38,50,44,22.3,430,1913
