DATE,MinTemp,MaxTemp,AvgTemp,AvgWindSpeed,Sunrise,Sunset
7/31/2017,46,57,52,27.4,431,1911
8/1/2017,47,58,53,15.8,432,1910
8/2/2017,49,59,54,13.3,433,1909
8/3/2017,50,60,55,8.2,435,1908
8/4/2017,49,56,53,23.1,436,1906
8/5/2017,41,53,47,36.3,437,1905
8/6/2017,34,43,39,59.8,438,1904
8/7/2017,39,48,44,30,439,1902
8/8/2017,40,46,43,23,440,1901
8/9/2017,40,50,45,39,441,1859
8/10/2017,46,57,52,26.3,442,1858
8/11/2017,46,56,51,18.1,444,1857
8/12/2017,44,55,50,24.2,445,1855
8/13/2017,42,50,46,41.3,446,1854
8/14/2017,42,56,49,16,447,1852
8/15/2017,43,54,49,23.6,448,1850
8/16/2017,36,48,42,44.4,449,1849
8/17/2017,36,48,42,40.3,450,1847
8/18/2017,44,56,50,23.5,452,1846
8/19/2017,48,58,53,22,453,1844
8/20/2017,44,49,47,47.9,454,1843
8/21/2017,47,53,50,39.4,455,1841
8/22/2017,50,60,55,29.5,456,1839
8/23/2017,40,53,47,47.8,457,1838
8/24/2017,35,44,40,27.5,459,1836
8/25/2017,34,39,37,31.8,500,1834
8/26/2017,33,43,38,22.1,501,1832
8/27/2017,34,45,40,6.3,502,1831
8/28/2017,37,49,43,7.9,503,1829
8/29/2017,39,44,42,16.4,504,1827
8/30/2017,38,49,44,14,505,1825
8/31/2017,27,42,35,42.8,507,1824
9/1/2017,25,30,28,57.8,508,1822
9/2/2017,26,46,36,19.9,509,1820
9/3/2017,34,42,38,31.3,510,1818
9/4/2017,36,50,43,52,511,1816
9/5/2017,45,53,49,48.3,512,1815
9/6/2017,40,49,45,17,514,1813
9/7/2017,36,49,43,32.5,515,1811
9/8/2017,34,40,37,25.6,516,1809
9/9/2017,33,41,37,12.6,517,1807
9/10/2017,33,39,36,22.8,518,1806
9/11/2017,37,54,46,33.5,519,1804
9/12/2017,43,53,48,46.4,520,1802
9/13/2017,43,61,52,23.2,522,1800
9/14/2017,51,60,56,9.3,523,1758
9/15/2017,49,56,53,8.8,524,1756
9/16/2017,49,61,55,10.1,525,1754
9/17/2017,50,61,56,7.3,526,1752
9/18/2017,51,58,55,4.7,527,1751
9/19/2017,49,60,55,10.5,528,1749
9/20/2017,46,52,49,27.7,530,1747
9/21/2017,44,53,49,27.3,531,1745
9/22/2017,47,56,52,24.3,532,1743
9/23/2017,54,60,57,16.4,533,1741
9/24/2017,54,65,60,19.5,534,1739
9/25/2017,56,64,60,5.9,536,1738
9/26/2017,57,67,62,6.1,537,1736
9/27/2017,53,62,58,28.8,538,1734
9/28/2017,25,54,40,51.4,539,1732
9/29/2017,24,37,31,22.5,540,1730
9/30/2017,25,33,29,15.6,541,1728
10/1/2017,23,42,33,32.2,543,1726
10/2/2017,33,46,40,12,544,1725
10/3/2017,38,50,44,22.9,545,1723
10/4/2017,43,55,49,47.3,546,1721
10/5/2017,35,48,42,52.2,547,1719
10/6/2017,33,40,37,50,549,1717
10/7/2017,40,50,45,42.5,550,1716
10/8/2017,46,55,51,52,551,1714
10/9/2017,45,56,51,39.5,552,1712
10/10/2017,40,52,46,45.6,554,1710
10/11/2017,34,43,39,25.2,555,1708
10/12/2017,31,42,37,11.4,556,1707
10/13/2017,35,44,40,29.8,557,1705
10/14/2017,37,45,41,30.9,558,1703
10/15/2017,40,54,47,47.9,600,1702
10/16/2017,16,41,29,43.8,601,1700
10/17/2017,13,29,21,37.9,602,1658
10/18/2017,27,41,34,44.2,604,1657
10/19/2017,35,47,41,46.5,605,1655
10/20/2017,27,38,33,60.4,606,1653
10/21/2017,34,50,42,42.3,607,1652
10/22/2017,45,52,49,18.5,609,1650
10/23/2017,42,52,47,37.3,610,1648
10/24/2017,45,52,49,52.2,611,1647
10/25/2017,41,50,46,34.7,613,1645
10/26/2017,24,43,34,24.5,614,1644
10/27/2017,22,40,31,48.5,615,1642
10/28/2017,34,44,39,34.1,617,1641
10/29/2017,33,44,39,47.3,618,1639
10/30/2017,23,47,35,63.3,619,1638
10/31/2017,18,23,21,52.8,621,1637
11/1/2017,17,31,24,28.7,622,1635
11/2/2017,28,43,36,41,623,1634
11/3/2017,17,44,31,55,625,1632
11/4/2017,16,31,24,30.3,626,1631
11/5/2017,18,42,30,41.4,627,1630
11/6/2017,16,45,31,50.6,629,1629
11/7/2017,16,26,21,29.7,630,1627
11/8/2017,15,24,20,13.9,631,1626
11/9/2017,16,24,20,26.2,633,1625
11/10/2017,-9,23,7,68.3,634,1624
11/11/2017,-8,22,7,38.2,635,1623
11/12/2017,14,25,20,24.2,637,1622
11/13/2017,18,26,22,15.5,638,1621
11/14/2017,13,20,17,13.6,639,1619
11/15/2017,12,26,19,14.9,641,1619
11/16/2017,18,24,21,32.2,642,1618
11/17/2017,5,23,14,67.9,643,1617
11/18/2017,20,31,26,39.3,644,1616
11/19/2017,5,36,21,60.4,646,1615
11/20/2017,-1,11,5,77.8,647,1614
11/21/2017,9,31,20,55.7,648,1613
11/22/2017,6,30,18,39.2,650,1613
11/23/2017,5,15,10,44.7,651,1612
11/24/2017,10,35,23,48,652,1611
11/25/2017,21,36,29,46.7,653,1611
11/26/2017,1,23,12,56.6,655,1610
11/27/2017,-6,11,3,58.3,656,1609
11/28/2017,6,33,20,49.5,657,1609
11/29/2017,10,31,21,62.3,658,1608
11/30/2017,19,33,26,37.4,659,1608
12/1/2017,12,25,19,41.3,700,1608
12/2/2017,19,27,23,19,702,1607
12/3/2017,14,21,18,16.5,703,1607
12/4/2017,13,26,20,16.7,704,1607
12/5/2017,15,35,25,46.6,705,1607
12/6/2017,8,35,22,52.9,706,1606
12/7/2017,7,12,10,50,707,1606
12/8/2017,4,10,7,39.3,708,1606
12/9/2017,8,16,12,18.9,709,1606
12/10/2017,3,12,8,45.8,710,1606
12/11/2017,-2,8,3,39.8,711,1606
12/12/2017,3,21,12,39.2,711,1606
12/13/2017,-15,18,2,47.2,712,1606
12/14/2017,-18,-10,-14,66.9,713,1607
12/15/2017,-16,2,-7,43.9,714,1607
12/16/2017,-8,0,-4,39.6,714,1607
12/17/2017,-8,13,3,43,715,1607
12/18/2017,8,19,14,42.1,716,1608
12/19/2017,13,23,18,56.5,716,1608
12/20/2017,-7,14,4,60.7,717,1608
12/21/2017,-9,1,-4,53,718,1609
12/22/2017,0,14,7,31,718,1609
12/23/2017,11,30,21,41.8,719,1610
12/24/2017,0,17,9,49.2,719,1611
12/25/2017,-3,14,6,50.9,719,1611
12/26/2017,-20,-3,-12,63.1,720,1612
12/27/2017,-29,-19,-24,78.2,720,1613
12/28/2017,-34,3,-16,59.2,720,1613
12/29/2017,-18,7,-6,19.9,721,1614
12/30/2017,-17,-10,-14,31.6,721,1615
12/31/2017,-29,-14,-22,61.2,721,1616
1/1/2018,-25,-14,-20,55.3,721,1617
1/2/2018,-23,-7,-15,53.8,721,1618
1/3/2018,-7,7,0,39.2,721,1619
1/4/2018,-9,14,3,49.8,721,1620
1/5/2018,-34,-5,-20,66.7,721,1621
1/6/2018,-38,-16,-27,83.6,721,1622
1/7/2018,-21,4,-9,65.5,721,1623
1/8/2018,0,21,11,66,720,1624
1/9/2018,1,13,7,71.5,720,1625
1/10/2018,7,32,20,40.2,720,1626
1/11/2018,30,39,35,62.3,720,1627
1/12/2018,34,45,40,50.9,719,1628
1/13/2018,0,43,22,35.8,719,1630
1/14/2018,-5,9,2,18.7,718,1631
1/15/2018,7,14,11,11.6,718,1632
1/16/2018,2,11,7,34.4,717,1633
1/17/2018,3,13,8,26,717,1635
1/18/2018,8,26,17,43.2,716,1636
1/19/2018,8,22,15,35.8,715,1637
1/20/2018,13,28,21,70.9,715,1638
1/21/2018,12,19,16,50.5,714,1640
1/22/2018,15,24,20,22.2,713,1641
1/23/2018,16,34,25,47.6,712,1642
1/24/2018,-12,17,3,72.2,712,1644
1/25/2018,-16,-4,-10,63.8,711,1645
1/26/2018,-16,18,1,45.5,710,1646
1/27/2018,16,29,23,53.4,709,1648
1/28/2018,9,24,17,53.7,708,1649
1/29/2018,7,14,11,18.6,707,1651
1/30/2018,-13,12,-1,39,706,1652
1/31/2018,-14,18,2,50.8,705,1653
2/1/2018,7,18,13,44.8,704,1655
2/2/2018,-26,17,-5,55.5,703,1656
2/3/2018,-26,0,-13,55.2,701,1658
2/4/2018,0,23,12,53.8,700,1659
2/5/2018,-10,25,8,55.4,659,1700
2/6/2018,-5,2,-2,43.9,658,1702
2/7/2018,-3,20,9,39.2,656,1703
2/8/2018,-10,0,-5,52,655,1704
2/9/2018,-9,10,1,42,654,1706
2/10/2018,8,27,18,56.4,652,1707
2/11/2018,24,36,30,40.5,651,1709
2/12/2018,-7,34,14,72.4,650,1710
2/13/2018,-11,13,1,46.8,648,1711
2/14/2018,9,22,16,54.9,647,1713
2/15/2018,17,32,25,56.5,645,1714
2/16/2018,-3,31,14,58.4,644,1716
2/17/2018,-9,11,1,43,642,1717
2/18/2018,6,20,13,47.5,641,1718
2/19/2018,12,35,24,44.6,639,1720
2/20/2018,32,45,39,53,638,1721
2/21/2018,11,48,30,68.6,636,1722
2/22/2018,12,21,17,39.3,634,1724
2/23/2018,15,29,22,36.8,633,1725
2/24/2018,11,26,19,59.8,631,1726
2/25/2018,6,24,15,33.4,630,1728
2/26/2018,10,21,16,53,628,1729
2/27/2018,7,21,14,50.3,626,1730
2/28/2018,19,27,23,38.7,625,1732
3/1/2018,17,28,23,22.3,623,1733
3/2/2018,16,27,22,55,621,1734
3/3/2018,10,22,16,43.7,619,1736
3/4/2018,8,17,13,19.6,618,1737
3/5/2018,8,21,15,25.5,616,1738
3/6/2018,12,22,17,15.7,614,1740
3/7/2018,5,17,11,33.8,612,1741
3/8/2018,5,16,11,32.8,611,1742
3/9/2018,4,17,11,21.8,609,1743
3/10/2018,5,9,7,59.9,607,1745
3/11/2018,6,12,9,37.2,605,1746
3/12/2018,7,14,11,18.2,604,1747
3/13/2018,5,10,8,43.5,602,1749
3/14/2018,7,16,12,28.2,600,1750
3/15/2018,4,11,8,65,558,1751
3/16/2018,-7,5,-1,66,556,1752
3/17/2018,-14,-1,-8,63.2,554,1754
3/18/2018,-15,-3,-9,54.2,553,1755
3/19/2018,-15,0,-8,63.9,551,1756
3/20/2018,-2,17,8,32.1,549,1757
3/21/2018,11,19,15,27.4,547,1759
3/22/2018,10,22,16,38.8,545,1800
3/23/2018,8,17,13,23,543,1801
3/24/2018,8,14,11,17,542,1802
3/25/2018,3,10,7,29.1,540,1804
3/26/2018,5,24,15,12.9,538,1805
3/27/2018,19,27,23,23.9,536,1806
3/28/2018,19,33,26,26.5,534,1807
3/29/2018,27,38,33,35.1,532,1808
3/30/2018,8,41,25,45.6,531,1810
3/31/2018,2,22,12,45.2,529,1811
4/1/2018,3,26,15,57,527,1812
4/2/2018,3,15,9,25,525,1813
4/3/2018,10,26,18,23.5,523,1815
4/4/2018,-2,41,20,62,521,1816
4/5/2018,-7,2,-3,80.9,520,1817
4/6/2018,-4,14,5,42.2,518,1818
4/7/2018,2,12,7,50.9,516,1819
4/8/2018,0,11,6,28.5,514,1821
4/9/2018,-6,7,1,47.5,513,1822
4/10/2018,6,17,12,22,511,1823
4/11/2018,7,18,13,21.7,509,1824
4/12/2018,13,32,23,29.3,507,1826
4/13/2018,23,33,28,46.2,506,1827
4/14/2018,12,34,23,33.4,504,1828
4/15/2018,12,29,21,12.3,502,1829
4/16/2018,10,30,20,56.8,500,1830
4/17/2018,10,30,20,29.4,459,1832
4/18/2018,10,20,15,49.9,457,1833
4/19/2018,12,25,19,27.1,455,1834
4/20/2018,10,18,14,47.9,454,1835
4/21/2018,12,20,16,49,452,1837
4/22/2018,14,22,18,38.4,450,1838
4/23/2018,19,35,27,17.4,449,1839
4/24/2018,30,43,37,25.1,447,1840
4/25/2018,31,41,36,39.3,446,1841
4/26/2018,28,42,35,37,444,1843
4/27/2018,28,37,33,18.5,443,1844
4/28/2018,31,36,34,24.4,441,1845
4/29/2018,25,34,30,10.3,440,1846
4/30/2018,22,27,25,18.2,438,1848
5/1/2018,24,39,32,39,437,1849
5/2/2018,39,54,47,56.3,435,1850
5/3/2018,41,49,45,47.9,434,1851
5/4/2018,33,50,42,44.5,432,1852
5/5/2018,23,40,32,60.5,431,1854
5/6/2018,34,43,39,23.5,430,1855
5/7/2018,29,40,35,23.3,428,1856
5/8/2018,32,49,41,25,427,1857
5/9/2018,39,50,45,13.2,426,1858
5/10/2018,36,48,42,34.7,424,1859
5/11/2018,18,36,27,52.5,423,1901
5/12/2018,21,38,30,22.5,422,1902
5/13/2018,27,42,35,15.7,421,1903
5/14/2018,35,51,43,25.2,420,1904
5/15/2018,31,47,39,41.1,419,1905
5/16/2018,32,43,38,25.7,417,1906
5/17/2018,30,44,37,38.5,416,1907
5/18/2018,29,46,38,18.3,415,1908
5/19/2018,38,50,44,32.3,414,1909
5/20/2018,31,50,41,49.5,413,1910
5/21/2018,30,47,39,43.6,413,1912
5/22/2018,35,46,41,27.7,412,1913
5/23/2018,34,47,41,35.5,411,1914
5/24/2018,30,44,37,40.5,410,1915
5/25/2018,42,53,48,58.3,409,1916
5/26/2018,36,49,43,33.1,408,1917
5/27/2018,32,47,40,15.3,408,1917
5/28/2018,44,53,49,27.1,407,1918
5/29/2018,43,54,49,30,406,1919
5/30/2018,44,56,50,20.2,406,1920
5/31/2018,51,62,57,19.1,405,1921
6/1/2018,53,58,56,23.8,404,1922
6/2/2018,38,54,46,26.5,404,1923
6/3/2018,35,53,44,10.5,404,1923
6/4/2018,26,39,33,27.3,403,1924
6/5/2018,30,35,33,19.8,403,1925
6/6/2018,32,38,35,26.8,402,1926
6/7/2018,35,41,38,31.3,402,1926
6/8/2018,35,44,40,36.5,402,1927
6/9/2018,33,42,38,44,401,1928
6/10/2018,31,45,38,23.7,401,1928
6/11/2018,31,48,40,9.7,401,1929
6/12/2018,37,52,45,51.3,401,1929
6/13/2018,43,58,51,28.8,401,1930
6/14/2018,37,49,43,44,401,1930
6/15/2018,35,46,41,23.5,401,1931
6/16/2018,41,52,47,33.1,401,1931
6/17/2018,46,65,56,16.5,401,1931
6/18/2018,50,60,55,52,401,1932
6/19/2018,37,51,44,46.1,401,1932
6/20/2018,44,50,47,30.4,401,1932
6/21/2018,37,47,42,28.7,401,1933
6/22/2018,37,55,46,11,401,1933
6/23/2018,41,51,46,20.5,402,1933
6/24/2018,44,51,48,21.8,402,1933
6/25/2018,34,45,40,30.5,402,1933
6/26/2018,32,50,41,28.3,403,1933
6/27/2018,44,57,51,19.5,403,1933
6/28/2018,46,54,50,30,404,1933
6/29/2018,47,59,53,29.5,404,1933
6/30/2018,51,62,57,31,404,1933
7/1/2018,52,68,60,29.1,405,1933
7/2/2018,60,67,64,30.5,406,1933
7/3/2018,54,63,59,28.8,406,1932
7/4/2018,56,70,63,8.8,407,1932
7/5/2018,57,71,64,20,407,1932
7/6/2018,32,60,46,56.1,408,1931
7/7/2018,32,48,40,32,409,1931
7/8/2018,43,60,52,14,409,1931
7/9/2018,51,65,58,20.4,410,1930
7/10/2018,48,59,54,28.6,411,1930
7/11/2018,40,54,47,14.3,412,1929
7/12/2018,40,52,46,14.9,413,1929
7/13/2018,45,54,50,6.6,413,1928
7/14/2018,47,54,51,24.3,414,1927
7/15/2018,50,58,54,24,415,1927
7/16/2018,49,64,57,17.6,416,1926
7/17/2018,46,59,53,33.3,417,1925
7/18/2018,38,51,45,36.8,418,1924
7/19/2018,39,55,47,14.5,419,1924
7/20/2018,48,63,56,7.3,420,1923
7/21/2018,50,63,57,14.5,421,1922
7/22/2018,48,57,53,39.8,422,1921
7/23/2018,52,59,56,33.8,423,1920
7/24/2018,53,58,56,35.5,424,1919
7/25/2018,52,59,56,37.6,425,1918
7/26/2018,51,57,54,23,426,1917
7/27/2018,48,58,53,28.3,427,1916
7/28/2018,48,60,54,20,428,1915
7/29/2018,43,49,46,34,429,1914
7/30/2018,43,55,49,21.7,430,1913
7/31/2018,48,58,53,8.1,431,1911
8/1/2018,50,58,54,26.3,432,1910
8/2/2018,51,57,54,39.5,433,1909
8/3/2018,49,58,54,19.8,435,1908
8/4/2018,50,58,54,21,436,1906
8/5/2018,49,61,55,26.4,437,1905
8/6/2018,54,64,59,32.9,438,1904
8/7/2018,52,61,57,30.9,439,1902
8/8/2018,52,59,56,11.2,440,1901
8/9/2018,48,56,52,43.5,441,1859
8/10/2018,41,50,46,35.3,442,1858
8/11/2018,43,57,50,7,444,1857
8/12/2018,48,54,51,12.2,445,1855
8/13/2018,51,55,53,11.3,446,1854
8/14/2018,50,58,54,14.5,447,1852
8/15/2018,50,60,55,23.1,448,1850
8/16/2018,45,54,50,41.5,449,1849
8/17/2018,46,57,52,33.9,450,1847
8/18/2018,42,57,50,29.4,452,1846
8/19/2018,42,54,48,15.6,453,1844
8/20/2018,43,57,50,10.9,454,1843
8/21/2018,44,57,51,13.7,455,1841
8/22/2018,41,53,47,39.9,456,1839
8/23/2018,35,45,40,46,457,1838
8/24/2018,41,57,49,19.8,459,1836
8/25/2018,46,60,53,12.5,500,1834
8/26/2018,45,57,51,27.9,501,1832
8/27/2018,50,63,57,30.6,502,1831
8/28/2018,54,61,58,52.4,503,1829
8/29/2018,54,62,58,44.5,504,1827
8/30/2018,44,57,51,27.1,505,1825
8/31/2018,43,55,49,8.6,507,1824
9/1/2018,46,52,49,22,508,1822
9/2/2018,50,57,54,25,509,1820
9/3/2018,54,61,58,36.7,510,1818
9/4/2018,50,57,54,27.8,511,1817
9/5/2018,51,61,56,28.1,512,1815
9/6/2018,43,61,52,43.5,514,1813
9/7/2018,37,50,44,24.1,515,1811
9/8/2018,29,39,34,23.8,516,1809
9/9/2018,29,41,35,7.5,517,1807
9/10/2018,29,42,36,32.1,518,1806
9/11/2018,41,55,48,31.3,519,1804
9/12/2018,47,54,51,21.3,520,1802
9/13/2018,47,58,53,12.6,522,1800
9/14/2018,49,60,55,10.6,523,1758
9/15/2018,51,62,57,10.3,524,1756
9/16/2018,52,60,56,15.9,525,1754
9/17/2018,49,58,54,27.8,526,1752
9/18/2018,45,56,51,27.2,527,1751
9/19/2018,37,53,45,14.3,528,1749
9/20/2018,37,47,42,11.3,530,1747
9/21/2018,39,52,46,35.7,531,1745
9/22/2018,28,53,41,49.8,532,1743
9/23/2018,32,43,38,25.9,533,1741
9/24/2018,31,41,36,16.1,534,1739
9/25/2018,32,52,42,40.1,536,1738
9/26/2018,39,56,48,51.1,537,1736
9/27/2018,32,49,41,18.4,538,1734
9/28/2018,34,48,41,19.9,539,1732
9/29/2018,30,40,35,41.3,540,1730
9/30/2018,28,34,31,31.6,541,1728
10/1/2018,32,40,36,25.6,543,1726
10/2/2018,36,47,42,29.8,544,1725
10/3/2018,45,52,49,17.4,545,1723
10/4/2018,32,54,43,48.3,546,1721
10/5/2018,32,50,41,23.9,547,1719
10/6/2018,35,51,43,37.6,549,1717
10/7/2018,39,52,46,33.8,550,1716
10/8/2018,35,53,44,39.2,551,1714
10/9/2018,50,55,53,53.7,552,1712
10/10/2018,50,55,53,36.5,554,1710
10/11/2018,43,54,49,38.6,555,1708
10/12/2018,20,45,33,45.4,556,1707
10/13/2018,18,23,21,46.1,557,1705
10/14/2018,16,33,25,41.8,559,1703
10/15/2018,25,43,34,38.8,600,1702
10/16/2018,15,26,21,65.1,601,1700
10/17/2018,11,25,18,51,602,1658
10/18/2018,6,11,9,65.6,604,1657
10/19/2018,10,35,23,53.1,605,1655
10/20/2018,19,30,25,47.1,606,1653
10/21/2018,7,20,14,59.6,607,1652
10/22/2018,6,19,13,45.8,609,1650
10/23/2018,19,24,22,27.2,610,1648
10/24/2018,14,21,18,42.7,611,1647
10/25/2018,3,14,9,59.2,613,1645
10/26/2018,3,24,14,42.2,614,1644
10/27/2018,14,28,21,40.1,615,1642
10/28/2018,23,35,29,30.6,617,1641
10/29/2018,19,30,25,29.4,618,1639
10/30/2018,13,27,20,47.4,619,1638
10/31/2018,25,37,31,42.6,621,1637
11/1/2018,28,39,34,38.7,622,1635
11/2/2018,34,45,40,40.8,623,1634
11/3/2018,14,41,28,57.1,625,1632
11/4/2018,11,28,20,48,626,1631
11/5/2018,20,37,29,23.8,627,1630
11/6/2018,31,44,38,38.4,629,1629
11/7/2018,18,31,25,54.3,630,1627
11/8/2018,15,19,17,51.5,631,1626
11/9/2018,14,28,21,30.2,633,1625
11/10/2018,4,25,15,52.8,634,1624
11/11/2018,0,5,3,69.3,635,1623
11/12/2018,3,18,11,42,637,1622
11/13/2018,-4,33,15,49.4,638,1621
11/14/2018,-12,-4,-8,67.4,639,1619
11/15/2018,-5,21,8,22.9,641,1619
11/16/2018,6,23,15,52,642,1618
11/17/2018,6,16,11,63.5,643,1617
11/18/2018,-1,13,6,36.6,645,1616
11/19/2018,12,20,16,31.5,646,1615
11/20/2018,1,19,10,22.8,647,1614
11/21/2018,-20,10,-5,58.7,648,1613
11/22/2018,-26,-13,-20,73.6,650,1613
11/23/2018,-13,22,5,58.8,651,1612
11/24/2018,21,31,26,31.3,652,1611
11/25/2018,24,28,26,21,653,1611
11/26/2018,14,25,20,26.6,655,1610
11/27/2018,12,18,15,43,656,1609
11/28/2018,11,16,14,29.4,657,1609
11/29/2018,10,23,17,40.5,658,1608
11/30/2018,18,25,22,4.3,659,1608
